ID,age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
EXT1182,49,Professional,Website,High,5,270,6.737,Email Activity,No,No,No,No,No,1
EXT1183,45,Unemployed,Mobile App,Medium,0,0,0,Phone Activity,Yes,Yes,No,No,No,0
EXT1184,38,Unemployed,Mobile App,High,3,222,0.268,Website Activity,No,No,Yes,No,No,0
EXT1185,23,Student,Website,High,6,1734,1.912,Email Activity,No,Yes,No,No,No,0
EXT1186,53,Professional,Website,High,3,655,2.747,Email Activity,No,No,No,No,No,1
EXT1187,55,Professional,Website,Medium,13,949,3.647,Website Activity,No,No,No,No,No,0
EXT1188,37,Professional,Website,Medium,0,0,0,Phone Activity,No,No,Yes,Yes,No,0
EXT1189,57,Unemployed,Website,High,1,415,2.245,Phone Activity,No,No,No,No,No,0
EXT1190,59,Professional,Website,High,2,354,0.267,Email Activity,No,No,Yes,No,No,1
EXT1191,59,Professional,Mobile App,Medium,1,561,0.224,Email Activity,No,No,No,No,No,1
EXT1192,57,Unemployed,Website,Medium,5,261,3.432,Email Activity,No,No,No,No,No,0
EXT1193,52,Unemployed,Website,High,2,2057,0.214,Email Activity,No,No,No,No,No,1
EXT1194,58,Professional,Mobile App,Medium,15,73,3.489,Phone Activity,No,No,No,No,No,0
EXT1195,58,Unemployed,Website,High,1,373,2.264,Email Activity,No,No,No,No,No,0
EXT1196,38,Unemployed,Mobile App,Medium,1,301,1.31,Website Activity,No,No,No,No,No,0
EXT1197,60,Professional,Mobile App,Medium,1,51,2.115,Website Activity,No,No,Yes,No,No,0
EXT1198,41,Unemployed,Mobile App,Medium,6,358,1.102,Email Activity,No,No,No,No,No,0
EXT1199,46,Unemployed,Website,Medium,2,333,2.185,Phone Activity,No,No,No,Yes,No,0
EXT1200,60,Professional,Mobile App,Medium,6,1649,2.138,Email Activity,No,No,No,No,No,0
EXT1201,21,Student,Mobile App,Medium,1,63,3.525,Email Activity,No,No,No,No,No,0
EXT1202,50,Professional,Website,High,2,1686,1.965,Email Activity,No,No,No,Yes,No,1
EXT1203,18,Student,Website,Medium,6,364,3.606,Phone Activity,No,No,No,No,No,0
EXT1204,25,Professional,Mobile App,Medium,4,142,2.122,Website Activity,No,No,No,No,No,0
EXT1205,59,Unemployed,Website,Medium,10,196,3.35,Email Activity,No,No,Yes,No,No,0
EXT1206,56,Professional,Mobile App,Medium,5,440,0.116,Phone Activity,No,No,No,No,No,0
EXT1207,60,Professional,Website,Medium,8,287,0.164,Website Activity,No,No,No,No,No,0
EXT1208,54,Professional,Website,Medium,7,1908,2.183,Phone Activity,No,No,No,No,No,0
EXT1209,45,Professional,Website,High,1,348,0.166,Website Activity,Yes,No,No,No,No,1
EXT1210,32,Unemployed,Website,High,1,928,0.274,Email Activity,No,No,No,No,No,0
EXT1211,63,Unemployed,Mobile App,High,0,0,0,Phone Activity,No,No,No,No,No,0
EXT1212,36,Unemployed,Website,Medium,4,294,0.102,Phone Activity,No,No,No,No,No,0
EXT1213,32,Professional,Website,High,4,622,0.194,Website Activity,No,No,No,No,No,1
EXT1214,42,Professional,Website,High,5,1193,2.113,Website Activity,No,No,No,No,No,1
EXT1215,44,Professional,Website,Medium,1,1839,0.11,Email Activity,No,No,No,No,No,1
EXT1216,58,Professional,Mobile App,Medium,2,496,3.561,Website Activity,No,No,No,No,No,0
EXT1217,59,Professional,Website,Medium,2,837,3.435,Website Activity,No,No,No,Yes,No,1
EXT1218,43,Professional,Mobile App,Medium,3,65,3.115,Phone Activity,No,No,No,No,No,0
EXT1219,22,Student,Mobile App,High,3,604,3.588,Email Activity,No,No,No,Yes,No,0
EXT1220,56,Unemployed,Website,High,4,1392,3.45,Email Activity,No,No,No,No,No,1
EXT1221,55,Unemployed,Mobile App,High,6,348,2.095,Email Activity,No,No,No,No,No,0
EXT1222,59,Unemployed,Website,High,2,85,3.891,Email Activity,No,No,No,No,No,1
EXT1223,56,Professional,Website,High,3,362,3.794,Email Activity,Yes,No,No,No,No,0
EXT1224,41,Unemployed,Website,Medium,2,6,1.989,Website Activity,No,No,No,No,No,0
EXT1225,56,Professional,Mobile App,Medium,2,341,2.093,Website Activity,No,No,No,No,No,0
EXT1226,29,Professional,Website,Medium,3,1896,0.217,Phone Activity,No,No,No,No,Yes,0
EXT1227,59,Unemployed,Mobile App,Medium,3,679,2.197,Website Activity,No,No,Yes,Yes,No,1
EXT1228,59,Professional,Mobile App,High,8,243,2.169,Email Activity,No,No,No,No,No,0
EXT1229,58,Unemployed,Website,Medium,1,4,5.261,Email Activity,No,No,No,No,No,0
EXT1230,59,Professional,Website,High,1,2065,2.125,Phone Activity,No,No,No,No,No,1
EXT1231,40,Professional,Website,Medium,2,84,2.224,Email Activity,No,No,No,No,No,0
EXT1232,60,Professional,Mobile App,Medium,2,1844,8.68,Phone Activity,No,No,No,No,No,0
EXT1233,58,Unemployed,Mobile App,Medium,1,907,0.026,Website Activity,No,No,No,Yes,No,0
EXT1234,56,Professional,Mobile App,High,3,359,3.225,Email Activity,No,No,No,No,No,0
EXT1235,56,Professional,Website,Medium,2,315,2.335,Email Activity,No,No,No,No,No,0
EXT1236,60,Professional,Mobile App,High,5,138,3.661,Website Activity,No,No,No,No,No,0
EXT1237,45,Unemployed,Website,High,6,333,3.638,Email Activity,No,No,No,No,No,0
EXT1238,18,Student,Mobile App,Medium,1,156,2.48,Email Activity,No,No,Yes,No,No,0
EXT1239,57,Unemployed,Website,High,7,700,1.985,Phone Activity,No,No,No,Yes,No,1
EXT1240,58,Unemployed,Website,High,3,24,2.264,Phone Activity,No,No,No,No,No,1
EXT1241,24,Student,Website,Medium,2,1635,4.101,Phone Activity,No,No,No,No,No,0
EXT1242,36,Unemployed,Mobile App,Medium,4,412,3.822,Website Activity,Yes,No,No,No,No,0
EXT1243,59,Professional,Mobile App,Medium,2,1342,2.073,Phone Activity,No,No,No,No,No,0
EXT1244,32,Unemployed,Mobile App,Medium,2,1430,3.805,Email Activity,No,No,No,No,Yes,0
EXT1245,38,Professional,Website,Medium,1,2160,3.773,Phone Activity,No,No,No,No,No,0
EXT1246,37,Unemployed,Website,Medium,3,547,1.968,Website Activity,No,No,No,No,No,1
EXT1247,57,Professional,Mobile App,Medium,8,432,2.176,Website Activity,No,No,No,No,No,0
EXT1248,59,Professional,Website,High,5,1908,3.331,Phone Activity,No,No,Yes,No,No,1
EXT1249,56,Professional,Mobile App,Medium,2,55,3.802,Email Activity,No,No,Yes,No,No,0
EXT1250,49,Professional,Website,Medium,8,1203,0.034,Website Activity,No,No,No,Yes,No,1
EXT1251,32,Unemployed,Mobile App,Medium,7,1598,2.708,Email Activity,No,Yes,No,No,No,1
EXT1252,58,Unemployed,Mobile App,High,3,2254,5.135,Phone Activity,No,No,No,No,No,0
EXT1253,47,Professional,Website,High,2,644,0.117,Phone Activity,No,No,No,No,No,0
EXT1254,53,Unemployed,Mobile App,Medium,6,1454,2.092,Email Activity,No,No,No,No,No,1
EXT1255,51,Professional,Mobile App,Medium,9,2147,3.3,Email Activity,No,No,No,Yes,No,0
EXT1256,43,Professional,Website,High,2,339,3.632,Phone Activity,No,No,No,No,No,1
EXT1257,38,Professional,Mobile App,High,4,46,2.976,Email Activity,No,No,No,No,No,0
EXT1258,25,Professional,Mobile App,Medium,3,429,3.535,Website Activity,No,No,No,No,No,1
EXT1259,33,Unemployed,Mobile App,Medium,2,489,3.95,Website Activity,No,No,No,No,No,1
EXT1260,41,Professional,Mobile App,High,4,337,0.166,Email Activity,No,No,No,No,No,0
EXT1261,52,Professional,Mobile App,Medium,1,400,2.069,Email Activity,No,No,No,Yes,No,0
EXT1262,51,Professional,Mobile App,Medium,5,169,2.2,Email Activity,No,No,No,No,No,0
EXT1263,61,Unemployed,Website,Medium,2,1299,3.27,Email Activity,No,No,No,No,Yes,0
EXT1264,46,Unemployed,Website,Medium,3,1,1.962,Phone Activity,No,No,No,No,No,0
EXT1265,48,Professional,Website,High,3,386,1.949,Website Activity,No,No,No,Yes,No,1
EXT1266,57,Professional,Website,Medium,1,688,2.192,Email Activity,Yes,No,Yes,No,No,1
EXT1267,60,Unemployed,Mobile App,High,3,501,3.149,Phone Activity,No,No,No,No,No,1
EXT1268,60,Professional,Website,High,5,1567,2.148,Email Activity,No,No,No,No,No,1
EXT1269,18,Student,Mobile App,High,3,1869,3.668,Email Activity,No,No,No,No,No,0
EXT1270,52,Professional,Website,Medium,2,378,3.344,Phone Activity,No,No,No,No,No,0
EXT1271,39,Unemployed,Mobile App,High,3,1579,2.173,Website Activity,No,No,No,No,No,1
EXT1272,58,Professional,Mobile App,Medium,4,1023,0.16,Website Activity,Yes,No,No,No,No,1
EXT1273,58,Professional,Website,Medium,5,194,2.106,Email Activity,No,No,No,No,No,0
EXT1274,59,Professional,Website,Medium,6,104,2.865,Website Activity,No,Yes,No,Yes,No,0
EXT1275,55,Professional,Website,Medium,1,1288,2.083,Email Activity,No,No,No,No,No,1
EXT1276,57,Professional,Website,Medium,2,292,2.559,Website Activity,Yes,Yes,No,No,No,0
EXT1277,42,Unemployed,Mobile App,Medium,2,228,6.632,Website Activity,No,No,No,No,No,0
EXT1278,42,Professional,Website,High,4,390,3.561,Website Activity,Yes,No,No,Yes,No,1
EXT1279,35,Unemployed,Mobile App,High,5,2099,3.051,Phone Activity,No,No,Yes,No,No,1
EXT1280,55,Unemployed,Mobile App,Medium,4,28,4.038,Phone Activity,No,No,No,No,No,0
EXT1281,63,Unemployed,Mobile App,Medium,2,4,0.194,Email Activity,No,No,No,No,No,0
EXT1282,55,Professional,Mobile App,Medium,6,417,3.807,Phone Activity,No,No,No,No,No,0
EXT1283,56,Unemployed,Website,Medium,6,2095,1.655,Email Activity,No,No,No,No,No,0
EXT1284,60,Unemployed,Website,Low,1,329,2.171,Phone Activity,No,No,Yes,No,No,0
EXT1285,57,Professional,Mobile App,High,6,1989,2.159,Phone Activity,No,No,Yes,No,No,0
EXT1286,57,Professional,Website,High,3,441,3.751,Phone Activity,No,Yes,No,No,No,1
EXT1287,24,Student,Mobile App,Medium,7,356,3.814,Phone Activity,Yes,No,No,Yes,No,0
EXT1288,58,Professional,Website,Medium,4,69,3.249,Email Activity,No,No,No,No,No,0
EXT1289,46,Unemployed,Website,Medium,3,202,5.791,Website Activity,No,No,No,No,No,0
EXT1290,42,Professional,Website,High,2,544,7.126,Website Activity,No,No,No,No,No,1
EXT1291,22,Student,Mobile App,High,2,514,0.168,Phone Activity,No,No,No,Yes,No,0
EXT1292,42,Unemployed,Mobile App,High,6,322,3.16,Email Activity,No,No,No,No,No,0
EXT1293,32,Unemployed,Mobile App,Medium,3,702,2.102,Phone Activity,No,No,No,No,No,0
EXT1294,55,Professional,Website,Medium,2,340,3.316,Phone Activity,No,No,No,No,No,0
EXT1295,57,Unemployed,Website,High,4,59,0.118,Email Activity,No,No,No,Yes,No,0
EXT1296,57,Unemployed,Mobile App,High,2,1767,2.192,Email Activity,No,No,No,Yes,No,0
EXT1297,50,Unemployed,Mobile App,High,1,1766,2.2,Phone Activity,No,No,No,No,No,1
EXT1298,27,Professional,Website,Medium,1,2019,3.638,Email Activity,No,No,Yes,No,No,1
EXT1299,60,Professional,Mobile App,High,2,125,2.922,Email Activity,No,No,No,Yes,No,0
EXT1300,62,Unemployed,Website,High,1,97,3.182,Website Activity,Yes,No,No,No,No,1
EXT1301,41,Professional,Mobile App,High,9,690,2.172,Email Activity,No,No,No,No,No,0
EXT1302,54,Professional,Website,Medium,7,55,2.203,Phone Activity,No,No,No,No,No,0
EXT1303,42,Unemployed,Mobile App,High,3,435,0.331,Email Activity,No,No,No,Yes,No,0
EXT1304,58,Professional,Website,Medium,2,1955,3.526,Phone Activity,No,No,No,No,No,1
EXT1305,59,Professional,Website,High,5,1420,0.275,Email Activity,No,No,No,Yes,No,1
EXT1306,41,Unemployed,Website,High,1,222,2.119,Website Activity,No,No,No,No,No,0
EXT1307,59,Unemployed,Website,High,3,2160,3.624,Email Activity,No,No,No,No,No,1
EXT1308,23,Student,Website,Medium,3,393,3.385,Website Activity,No,No,No,No,No,0
EXT1309,32,Unemployed,Website,High,2,2238,2.981,Email Activity,No,No,No,No,No,1
EXT1310,24,Student,Mobile App,High,2,419,2.118,Email Activity,No,No,No,No,No,0
EXT1311,35,Professional,Website,High,2,1013,1.987,Phone Activity,No,No,No,Yes,No,0
EXT1312,51,Professional,Website,High,2,91,2.284,Email Activity,No,No,No,No,No,1
EXT1313,55,Professional,Website,High,7,1307,1.595,Email Activity,No,No,No,No,No,1
EXT1314,44,Professional,Website,High,1,670,2.17,Email Activity,No,No,No,No,No,1
EXT1315,20,Student,Mobile App,High,7,189,2.135,Email Activity,No,No,No,No,No,0
EXT1316,58,Professional,Mobile App,Medium,2,1846,2.246,Phone Activity,No,No,No,No,No,0
EXT1317,41,Professional,Website,Medium,3,2050,1.972,Website Activity,Yes,No,No,No,No,1
EXT1318,63,Unemployed,Website,Medium,2,2346,2.184,Email Activity,No,No,No,No,No,1
EXT1319,60,Unemployed,Website,Medium,2,69,2.177,Phone Activity,No,No,No,Yes,No,0
EXT1320,36,Unemployed,Website,High,2,2209,2.154,Email Activity,Yes,No,No,No,No,1
EXT1321,47,Unemployed,Website,High,2,65,1,Phone Activity,No,No,No,No,No,0
EXT1322,57,Unemployed,Website,High,2,237,3.767,Phone Activity,No,No,No,No,No,1
EXT1323,36,Unemployed,Website,High,1,1586,5.599,Email Activity,No,No,No,Yes,No,1
EXT1324,57,Professional,Website,Medium,2,1953,1.746,Website Activity,No,No,No,Yes,No,1
EXT1325,45,Unemployed,Mobile App,Medium,6,292,0.159,Email Activity,No,No,No,No,No,0
EXT1326,57,Professional,Website,Medium,1,1347,0.062,Phone Activity,No,No,No,No,No,1
EXT1327,28,Professional,Website,Medium,1,328,1.989,Website Activity,No,No,No,No,No,0
EXT1328,19,Student,Mobile App,High,6,198,1.855,Email Activity,No,No,No,No,No,0
EXT1329,49,Professional,Website,Medium,4,308,2.173,Website Activity,Yes,No,Yes,Yes,No,0
EXT1330,48,Professional,Mobile App,Medium,4,346,3.533,Email Activity,No,No,No,No,No,0
EXT1331,37,Unemployed,Website,Medium,2,64,4.731,Email Activity,No,No,Yes,Yes,No,0
EXT1332,56,Professional,Mobile App,Medium,1,1706,2.228,Phone Activity,No,No,No,No,No,0
EXT1333,22,Student,Website,Medium,2,307,5.315,Phone Activity,No,No,No,No,No,0
EXT1334,57,Professional,Website,High,1,653,2.282,Website Activity,No,No,No,No,No,1
EXT1335,42,Unemployed,Mobile App,High,2,1359,2.236,Email Activity,No,No,No,No,No,0
EXT1336,22,Student,Mobile App,Medium,2,1296,3.779,Email Activity,No,No,No,Yes,No,0
EXT1337,55,Unemployed,Website,High,3,1736,2.123,Email Activity,No,No,No,No,No,1
EXT1338,57,Unemployed,Mobile App,High,2,966,2.191,Phone Activity,Yes,No,No,No,No,0
EXT1339,56,Unemployed,Website,Medium,4,2227,3.232,Phone Activity,No,No,No,No,No,0
EXT1340,59,Professional,Mobile App,High,5,578,2.228,Website Activity,No,No,No,No,No,0
EXT1341,47,Professional,Mobile App,Medium,10,462,0.296,Email Activity,No,No,No,No,No,1
EXT1342,55,Unemployed,Website,Medium,2,5,5.39,Website Activity,No,Yes,No,No,No,0
EXT1343,56,Professional,Website,High,2,2013,2.191,Email Activity,No,No,Yes,No,No,1
EXT1344,60,Unemployed,Mobile App,High,2,187,4.971,Website Activity,No,No,No,No,No,0
EXT1345,47,Professional,Website,Medium,1,184,3.212,Email Activity,Yes,No,No,Yes,No,0
EXT1346,58,Professional,Mobile App,Medium,2,185,3.976,Phone Activity,No,No,Yes,No,No,0
EXT1347,59,Professional,Website,High,3,1817,2.09,Website Activity,No,No,No,No,No,1
EXT1348,40,Professional,Website,Medium,1,387,2.767,Phone Activity,No,No,No,No,No,0
EXT1349,42,Unemployed,Website,High,2,67,0.216,Email Activity,No,No,No,No,No,0
EXT1350,20,Student,Mobile App,Medium,2,392,0.082,Phone Activity,No,No,No,No,No,0
EXT1351,42,Professional,Website,High,2,255,0.161,Phone Activity,Yes,No,No,No,No,1
EXT1352,58,Professional,Mobile App,High,6,376,3.565,Email Activity,No,No,No,No,No,0
EXT1353,51,Professional,Mobile App,Medium,2,2324,2.165,Email Activity,No,No,No,No,No,0
EXT1354,47,Professional,Website,Medium,5,245,2.178,Website Activity,No,No,No,No,No,0
EXT1355,51,Professional,Mobile App,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT1356,58,Professional,Mobile App,High,1,86,5.193,Email Activity,No,No,No,No,No,0
EXT1357,58,Unemployed,Mobile App,High,1,1760,2.065,Email Activity,No,No,No,No,No,0
EXT1358,48,Professional,Website,Medium,3,373,2.268,Email Activity,Yes,No,No,No,No,0
EXT1359,34,Professional,Mobile App,High,5,25,2.12,Phone Activity,No,No,No,Yes,No,0
EXT1360,50,Professional,Website,Medium,1,296,3.503,Email Activity,Yes,No,No,No,No,0
EXT1361,59,Professional,Website,High,1,681,0.136,Email Activity,No,No,No,No,No,1
EXT1362,22,Student,Website,High,3,130,5.813,Phone Activity,No,No,No,No,No,0
EXT1363,35,Professional,Mobile App,Medium,2,291,3.736,Email Activity,No,No,No,Yes,No,0
EXT1364,42,Professional,Website,High,1,64,0.134,Email Activity,No,Yes,No,Yes,No,1
EXT1365,45,Professional,Website,Medium,1,2130,3.69,Email Activity,No,No,Yes,No,No,1
EXT1366,58,Professional,Mobile App,Medium,2,71,2.255,Email Activity,Yes,No,No,No,No,0
EXT1367,58,Professional,Mobile App,Medium,3,649,2.131,Phone Activity,No,Yes,Yes,Yes,No,0
EXT1368,42,Professional,Mobile App,High,3,342,3.5,Website Activity,No,No,No,Yes,No,0
EXT1369,57,Unemployed,Website,Medium,3,2260,2.137,Website Activity,No,No,No,No,No,1
EXT1370,23,Student,Mobile App,High,5,1856,2.236,Email Activity,No,No,No,Yes,No,0
EXT1371,42,Professional,Mobile App,Medium,13,1518,4.287,Phone Activity,No,No,No,No,No,0
EXT1372,58,Professional,Website,Medium,14,82,2.186,Phone Activity,No,No,No,Yes,No,0
EXT1373,50,Unemployed,Mobile App,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT1374,44,Unemployed,Website,Medium,3,1579,1.992,Website Activity,No,No,No,No,No,1
EXT1375,45,Unemployed,Mobile App,Medium,2,179,5.483,Email Activity,Yes,No,No,Yes,No,0
EXT1376,58,Professional,Website,High,0,0,0,Phone Activity,No,No,No,No,No,1
EXT1377,52,Professional,Website,High,2,1,3.685,Website Activity,No,No,No,Yes,No,1
EXT1378,55,Professional,Website,Medium,1,503,0.125,Email Activity,No,No,No,No,No,1
EXT1379,49,Professional,Website,Medium,10,900,4.988,Email Activity,No,No,No,No,No,1
EXT1380,56,Professional,Mobile App,Medium,8,300,2.15,Phone Activity,Yes,No,No,Yes,No,0
EXT1381,52,Professional,Mobile App,Medium,2,2017,3.708,Email Activity,No,No,No,No,No,0
EXT1382,52,Professional,Website,High,2,1966,1.964,Email Activity,No,No,No,No,No,1
EXT1383,60,Unemployed,Website,Medium,2,2180,0.332,Website Activity,Yes,No,No,No,No,0
EXT1384,50,Professional,Website,Medium,7,2151,0.183,Email Activity,No,No,No,No,No,1
EXT1385,57,Professional,Website,High,1,1778,6.586,Phone Activity,No,No,Yes,No,No,0
EXT1386,42,Unemployed,Mobile App,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT1387,59,Professional,Website,High,1,317,2.192,Website Activity,No,No,Yes,No,No,1
EXT1388,46,Unemployed,Website,Medium,5,8,0.111,Email Activity,No,No,No,No,No,0
EXT1389,37,Unemployed,Website,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT1390,59,Professional,Mobile App,Medium,5,409,2.216,Email Activity,Yes,No,No,No,No,0
EXT1391,51,Unemployed,Website,High,2,789,5.079,Email Activity,Yes,No,No,Yes,No,1
EXT1392,56,Unemployed,Mobile App,Medium,2,10,0.295,Website Activity,No,No,No,No,No,0
EXT1393,20,Student,Mobile App,High,6,240,3.789,Phone Activity,No,No,Yes,Yes,No,0
EXT1394,19,Student,Website,High,6,52,3.88,Phone Activity,No,No,No,No,No,0
EXT1395,18,Student,Website,High,3,2062,3.017,Email Activity,No,No,No,No,No,1
EXT1396,19,Student,Mobile App,Medium,3,1465,1.556,Email Activity,No,No,No,No,No,0
EXT1397,41,Professional,Mobile App,Medium,2,277,2.147,Phone Activity,No,No,No,No,No,0
EXT1398,59,Unemployed,Mobile App,High,2,424,3.689,Email Activity,No,No,No,Yes,No,0
EXT1399,56,Professional,Website,High,3,52,3.113,Phone Activity,No,No,No,Yes,No,1
EXT1400,22,Student,Mobile App,Medium,3,1301,0.241,Phone Activity,No,No,No,No,No,0
EXT1401,55,Unemployed,Website,Medium,1,77,3.243,Website Activity,No,No,No,No,No,0
EXT1402,57,Unemployed,Mobile App,High,1,2421,3.154,Phone Activity,No,No,No,No,No,1
EXT1403,55,Professional,Website,High,3,1774,6.44,Phone Activity,No,No,No,No,No,1
EXT1404,60,Professional,Website,High,8,337,1.973,Email Activity,No,No,No,No,No,0
EXT1405,21,Student,Website,High,3,237,2.079,Email Activity,Yes,No,No,No,No,1
EXT1406,22,Student,Website,High,1,1250,8.164,Phone Activity,No,No,No,No,No,0
EXT1407,32,Unemployed,Mobile App,High,3,1282,2.222,Phone Activity,Yes,No,No,No,No,0
EXT1408,59,Professional,Website,High,5,208,3.656,Email Activity,No,No,Yes,No,No,0
EXT1409,48,Professional,Mobile App,Medium,4,176,3.56,Website Activity,No,No,No,Yes,No,0
EXT1410,57,Unemployed,Website,High,2,1407,2.189,Email Activity,No,No,No,No,Yes,1
EXT1411,61,Unemployed,Website,Medium,2,715,3.221,Email Activity,No,No,Yes,No,No,0
EXT1412,35,Professional,Website,Medium,2,205,3.128,Website Activity,No,No,No,No,No,0
EXT1413,34,Professional,Mobile App,High,6,1838,2.197,Phone Activity,No,No,No,No,No,0
EXT1414,18,Student,Website,Medium,1,321,3.437,Phone Activity,No,No,No,No,No,0
EXT1415,58,Professional,Mobile App,Medium,1,657,2.95,Website Activity,No,No,No,No,No,1
EXT1416,41,Professional,Mobile App,High,8,2210,5.71,Website Activity,No,No,No,Yes,No,1
EXT1417,57,Professional,Website,High,2,1908,6.09,Phone Activity,No,No,No,No,No,1
EXT1418,24,Student,Mobile App,High,2,2251,2.127,Website Activity,No,No,No,No,No,0
EXT1419,43,Unemployed,Website,Medium,3,61,3.632,Email Activity,No,No,No,No,No,0
EXT1420,55,Professional,Mobile App,Medium,2,1310,1.401,Website Activity,No,No,No,No,No,0
EXT1421,56,Professional,Website,High,6,230,4.287,Website Activity,No,No,No,No,No,0
EXT1422,45,Professional,Website,Medium,5,1834,7.5,Phone Activity,No,No,No,No,No,1
